Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection

2021-04-18;Côte d'Ivoire;45560;274;45129;0.60;99.05;0.34

2021-04-18;Suisse;632399;10508;317600;1.66;50.22;48.12

2021-04-18;Congo (Brazzaville);10084;139;8208;1.38;81.40;17.23

2021-04-18;République Centrafricaine;5787;75;5112;1.30;88.34;10.37

2021-04-18;Rép. Dém. du Congo;28956;745;25841;2.57;89.24;8.18

2021-04-18;Canada;1129371;23611;1020054;2.09;90.32;7.59

2021-04-18;Belize;12538;318;12143;2.54;96.85;0.61

2021-04-18;Bélarus;344223;2423;334852;0.70;97.28;2.02

2021-04-18;Botswana;44075;671;39493;1.52;89.60;8.87

2021-04-18;Bhoutan;957;1;878;0.10;91.75;8.15

2021-04-18;Bahamas;9634;194;8984;2.01;93.25;4.73

2021-04-18;Brésil;13943071;373335;12303538;2.68;88.24;9.08

2021-04-18;Bolivie;289066;12648;238195;4.38;82.40;13.22

2021-04-18;Brunéi Darussalam;221;3;206;1.36;93.21;5.43

2021-04-18;Saint Barthélemy;934;1;462;0.11;49.46;50.43

2021-04-18;Bénin;7611;95;6728;1.25;88.40;10.35

2021-04-18;Burundi;3477;6;773;0.17;22.23;77.60

2021-04-18;Bahreïn;164110;594;152361;0.36;92.84;6.80

2021-04-18;Bulgarie;386381;15195;306678;3.93;79.37;16.70

2021-04-18;Burkina Faso;13129;154;12759;1.17;97.18;1.65

2021-04-18;Belgique;949996;23747;0;2.50;0.00;97.50

2021-04-18;Bangladesh;718950;10385;614936;1.44;85.53;13.02

2021-04-18;Barbade;3781;44;3665;1.16;96.93;1.90

2021-04-18;Bosnie-Herzégovine;188994;7788;145863;4.12;77.18;18.70

2021-04-18;Azerbaïdjan;300666;4140;264403;1.38;87.94;10.68

2021-04-18;Australie;29533;910;23160;3.08;78.42;18.50

2021-04-18;Autriche;593423;9898;555218;1.67;93.56;4.77

2021-04-18;Argentine;2694014;59228;2364171;2.20;87.76;10.05

2021-04-18;Angola;24389;561;22597;2.30;92.65;5.05

2021-04-18;Arménie;208520;3878;187466;1.86;89.90;8.24

2021-04-18;Albanie;129594;2342;101584;1.81;78.39;19.81

2021-04-18;Antigua-et-Barbuda;1216;31;986;2.55;81.09;16.37

2021-04-18;Afghanistan;57793;2539;52168;4.39;90.27;5.34

2021-04-18;Émirats Arabes Unis;497154;1554;479566;0.31;96.46;3.23

2021-04-18;Andorre;12805;123;12203;0.96;95.30;3.74

2021-04-17;Andorre;12771;123;12159;0.96;95.21;3.83

2021-04-17;Émirats Arabes Unis;495224;1550;478063;0.31;96.53;3.15

2021-04-17;Afghanistan;57721;2539;52116;4.40;90.29;5.31

2021-04-17;Antigua-et-Barbuda;1216;31;986;2.55;81.09;16.37

2021-04-17;Albanie;129456;2340;101142;1.81;78.13;20.06

2021-04-17;Arménie;207973;3859;187256;1.86;90.04;8.11

2021-04-17;Angola;24300;561;22576;2.31;92.91;4.79

2021-04-17;Argentine;2677747;59164;2343808;2.21;87.53;10.26

2021-04-17;Autriche;591347;9870;552619;1.67;93.45;4.88

2021-04-17;Australie;29519;910;23158;3.08;78.45;18.47

2021-04-17;Azerbaïdjan;298522;4107;262480;1.38;87.93;10.70

2021-04-17;Bosnie-Herzégovine;188994;7788;145863;4.12;77.18;18.70

2021-04-17;Barbade;3773;44;3656;1.17;96.90;1.93

2021-04-17;Bangladesh;715252;10283;608815;1.44;85.12;13.44

2021-04-17;Belgique;947000;23718;0;2.50;0.00;97.50

2021-04-17;Burkina Faso;13114;154;12750;1.17;97.22;1.60

2021-04-17;Bulgarie;385963;15138;305237;3.92;79.08;16.99

2021-04-17;Bahreïn;163113;588;151286;0.36;92.75;6.89

2021-04-17;Burundi;3477;6;773;0.17;22.23;77.60

2021-04-17;Bénin;7611;95;6728;1.25;88.40;10.35

2021-04-17;Saint Barthélemy;934;1;462;0.11;49.46;50.43

2021-04-17;Brunéi Darussalam;221;3;206;1.36;93.21;5.43

2021-04-17;Bolivie;287360;12625;236455;4.39;82.29;13.32

2021-04-17;Brésil;13900091;371678;12212890;2.67;87.86;9.46

2021-04-17;Bahamas;9634;194;8984;2.01;93.25;4.73

2021-04-17;Bhoutan;952;1;878;0.11;92.23;7.67

2021-04-17;Botswana;44075;671;39493;1.52;89.60;8.87

2021-04-17;Bélarus;342923;2413;333373;0.70;97.22;2.08

2021-04-17;Belize;12538;318;12143;2.54;96.85;0.61

2021-04-17;Canada;1121162;23572;1013533;2.10;90.40;7.50

2021-04-17;Rép. Dém. du Congo;28894;745;25841;2.58;89.43;7.99

2021-04-17;République Centrafricaine;5728;75;5112;1.31;89.25;9.44

2021-04-17;Congo (Brazzaville);10084;139;8208;1.38;81.40;17.23

2021-04-17;Suisse;632399;10505;317600;1.66;50.22;48.12

2021-04-17;Côte d'Ivoire;45519;274;45064;0.60;99.00;0.40

2021-04-17;Chili;1117348;25055;1045807;2.24;93.60;4.16

2021-04-17;Cameroun;64809;939;35261;1.45;54.41;44.14

2021-04-17;Chine;90499;4636;85549;5.12;94.53;0.35

2021-04-17;Colombie;2636076;67931;2457888;2.58;93.24;4.18

2021-04-17;Costa Rica;228577;3071;196974;1.34;86.17;12.48

2021-04-17;Cuba;92474;512;87061;0.55;94.15;5.30

2021-04-17;Cap-vert;19975;189;17870;0.95;89.46;9.59

2021-04-17;Chypre;55407;288;39061;0.52;70.50;28.98

2021-04-17;République Tchèque;1600341;28396;1495570;1.77;93.45;4.77

2021-04-17;Allemagne;3154305;79971;2784540;2.54;88.28;9.19

2021-04-17;Djibouti;10412;114;8990;1.09;86.34;12.56

2021-04-17;Danemark;241762;2452;230669;1.01;95.41;3.57

2021-04-17;Dominique;165;0;159;0.00;96.36;3.64

2021-04-17;République Dominicaine;260627;3414;218306;1.31;83.76;14.93

2021-04-17;Algérie;119486;3152;83286;2.64;69.70;27.66

2021-04-17;Équateur;358157;17641;298604;4.93;83.37;11.70

2021-04-17;Estonie;117011;1082;101471;0.92;86.72;12.36

2021-04-17;Égypte;215484;12694;162714;5.89;75.51;18.60

2021-04-17;Érythrée;3491;10;3288;0.29;94.19;5.53

2021-04-17;Espagne;3407283;76981;150376;2.26;4.41;93.33

2021-04-17;Éthiopie;240236;3328;178705;1.39;74.39;24.23

2021-04-17;Finlande;83633;887;46000;1.06;55.00;43.94

2021-04-17;Fidji;72;2;65;2.78;90.28;6.94

2021-04-17;Îles Féroé;662;1;660;0.15;99.70;0.15

2021-04-17;France;5222351;99952;288250;1.91;5.52;92.57

2021-04-17;Gabon;21858;133;18507;0.61;84.67;14.72

2021-04-17;Royaume-Uni;4396885;127414;9802;2.90;0.22;96.88

2021-04-17;Grenade;155;1;152;0.65;98.06;1.29

2021-04-17;Géorgie;294540;3925;280132;1.33;95.11;3.56

2021-04-17;Guyane Française;17965;95;9995;0.53;55.64;43.84

2021-04-17;Ghana;91663;771;89530;0.84;97.67;1.49

2021-04-17;Gibraltar;4291;94;4181;2.19;97.44;0.37

2021-04-17;Gambie;5720;170;5190;2.97;90.73;6.29

2021-04-17;Guinée;21460;138;18882;0.64;87.99;11.37

2021-04-17;Guadeloupe;12304;189;2242;1.54;18.22;80.24

2021-04-17;Guinée Équatoriale;7259;106;6885;1.46;94.85;3.69

2021-04-17;Grèce;313444;9397;93764;3.00;29.91;67.09

2021-04-17;Guatemala;212307;7190;190388;3.39;89.68;6.94

2021-04-17;Guinée-Bissau;3710;66;3117;1.78;84.02;14.20

2021-04-17;Guyana;11762;268;10161;2.28;86.39;11.33

2021-04-17;Hong-Kong;11653;209;11258;1.79;96.61;1.60

2021-04-17;Honduras;200259;4954;76235;2.47;38.07;59.46

2021-04-17;Croatie;306225;6523;283418;2.13;92.55;5.32

2021-04-17;Haïti;12885;251;11791;1.95;91.51;6.54

2021-04-17;Hongrie;746802;24979;450791;3.34;60.36;36.29

2021-04-17;Indonésie;1599763;43328;1450192;2.71;90.65;6.64

2021-04-17;Irlande;243238;4835;23364;1.99;9.61;88.41

2021-04-17;Israël;836883;6331;827966;0.76;98.93;0.31

2021-04-17;Inde;14788003;177150;12809638;1.20;86.62;12.18

2021-04-17;Iraq;970987;14948;849718;1.54;87.51;10.95

2021-04-17;Iran;2215445;66327;1772688;2.99;80.01;16.99

2021-04-17;Islande;6286;29;6184;0.46;98.38;1.16

2021-04-17;Italie;3857443;116676;3235459;3.02;83.88;13.10

2021-04-17;Jamaïque;43684;721;19599;1.65;44.87;53.48

2021-04-17;Jordanie;683466;8178;631944;1.20;92.46;6.34

2021-04-17;Japon;531109;9593;478222;1.81;90.04;8.15

2021-04-17;Kenya;151287;2463;101362;1.63;67.00;31.37

2021-04-17;Kirghizistan;91639;1546;86773;1.69;94.69;3.62

2021-04-17;Cambodge;5771;39;2416;0.68;41.86;57.46

2021-04-17;Comores;3815;146;3589;3.83;94.08;2.10

2021-04-17;Saint-Kitts-et-Nevis;44;0;44;0.00;100.00;0.00

2021-04-17;Corée du Sud;114115;1797;104006;1.57;91.14;7.28

2021-04-17;Koweït;255860;1440;239027;0.56;93.42;6.02

2021-04-17;Kazakhstan;338764;3288;296873;0.97;87.63;11.40

2021-04-17;Laos;58;0;49;0.00;84.48;15.52

2021-04-17;Liban;508503;6886;423848;1.35;83.35;15.29

2021-04-17;Sainte-Lucie;4401;67;4238;1.52;96.30;2.18

2021-04-17;Liechtenstein;2804;56;2665;2.00;95.04;2.96

2021-04-17;Sri Lanka;96354;615;92832;0.64;96.34;3.02

2021-04-17;Libéria;2042;85;1899;4.16;93.00;2.84

2021-04-17;Lesotho;10709;315;5028;2.94;46.95;50.11

2021-04-17;Lituanie;232829;3751;211306;1.61;90.76;7.63

2021-04-17;Luxembourg;64746;785;60627;1.21;93.64;5.15

2021-04-17;Lettonie;110997;2048;101944;1.85;91.84;6.31

2021-04-17;Libye;171131;2882;156344;1.68;91.36;6.96

2021-04-17;Maroc;505447;8944;491537;1.77;97.25;0.98

2021-04-17;Monaco;2395;31;2282;1.29;95.28;3.42

2021-04-17;Moldavie;245494;5548;230090;2.26;93.73;4.01

2021-04-17;Montenegro;95377;1427;90608;1.50;95.00;3.50

2021-04-17;Saint Martin;1702;12;1399;0.71;82.20;17.10

2021-04-17;Madagascar;31617;538;25471;1.70;80.56;17.74

2021-04-17;Îles Marshall;4;0;4;0.00;100.00;0.00

2021-04-17;Macédoine;146733;4419;122121;3.01;83.23;13.76

2021-04-17;Mali;12980;429;7385;3.31;56.90;39.80

2021-04-17;Birmanie;142619;3206;131889;2.25;92.48;5.28

2021-04-17;Mongolie;21995;44;11877;0.20;54.00;45.80

2021-04-17;Macao;49;0;48;0.00;97.96;2.04

2021-04-17;Martinique;8887;59;98;0.66;1.10;98.23

2021-04-17;Mauritanie;18121;452;17473;2.49;96.42;1.08

2021-04-17;Malte;29927;409;28910;1.37;96.60;2.03

2021-04-17;Maurice;1203;15;934;1.25;77.64;21.11

2021-04-17;Maldives;26145;69;23482;0.26;89.81;9.92

2021-04-17;Malawi;33919;1136;31717;3.35;93.51;3.14

2021-04-17;Mexique;2304096;212228;1826646;9.21;79.28;11.51

2021-04-17;Malaisie;372859;1370;352395;0.37;94.51;5.12

2021-04-17;Mozambique;69134;798;61207;1.15;88.53;10.31

2021-04-17;Namibie;46515;602;44437;1.29;95.53;3.17

2021-04-17;Nouvelle-Calédonie;123;0;58;0.00;47.15;52.85

2021-04-17;Niger;5116;190;4771;3.71;93.26;3.03

2021-04-17;Nigéria;164207;2061;154325;1.26;93.98;4.76

2021-04-17;Nicaragua;6778;180;4225;2.66;62.33;35.01

2021-04-17;Pays-Bas;1419871;17114;21060;1.21;1.48;97.31

2021-04-17;Norvège;107144;708;17998;0.66;16.80;82.54

2021-04-17;Népal;283658;3075;275038;1.08;96.96;1.95

2021-04-17;Nouvelle-Zélande;2595;26;2467;1.00;95.07;3.93

2021-04-17;Oman;176668;1821;156845;1.03;88.78;10.19

2021-04-17;Panama;360597;6187;350347;1.72;97.16;1.13

2021-04-17;Pérou;1697626;56797;1619680;3.35;95.41;1.25

2021-04-17;Polynésie Française;18696;141;4842;0.75;25.90;73.35

2021-04-17;Papouasie-Nouvelle-Guinée;9343;82;846;0.88;9.05;90.07

2021-04-17;Philippines;926052;15810;706532;1.71;76.30;22.00

2021-04-17;Pakistan;756285;16243;659483;2.15;87.20;10.65

2021-04-17;Pologne;2675874;61825;2285221;2.31;85.40;12.29

2021-04-17;Palestine;279753;2983;245295;1.07;87.68;11.25

2021-04-17;Portugal;830560;16942;788274;2.04;94.91;3.05

2021-04-17;Paraguay;248364;5251;203982;2.11;82.13;15.76

2021-04-17;Qatar;195757;376;173257;0.19;88.51;11.30

2021-04-17;Réunion;18425;135;16794;0.73;91.15;8.12

2021-04-17;Roumanie;1027039;26072;936515;2.54;91.19;6.28

2021-04-17;Serbie;660299;5954;0;0.90;0.00;99.10

2021-04-17;Russie;4640537;103451;4270234;2.23;92.02;5.75

2021-04-17;Rwanda;23866;322;22082;1.35;92.52;6.13

2021-04-17;Arabie Saoudite;404054;6810;387795;1.69;95.98;2.34

2021-04-17;Îles Salomon;20;0;18;0.00;90.00;10.00

2021-04-17;Seychelles;4875;25;4351;0.51;89.25;10.24

2021-04-17;Soudan;33022;2208;25539;6.69;77.34;15.97

2021-04-17;Suède;900138;13788;0;1.53;0.00;98.47

2021-04-17;Singapour;60808;30;60463;0.05;99.43;0.52

2021-04-17;Slovénie;231593;4153;215272;1.79;92.95;5.25

2021-04-17;Slovaquie;375336;11043;255300;2.94;68.02;29.04

2021-04-17;Sierra Leone;4020;79;2848;1.97;70.85;27.19

2021-04-17;Saint-Marin;5026;87;4724;1.73;93.99;4.28

2021-04-17;Sénégal;39731;1090;38441;2.74;96.75;0.50

2021-04-17;Somalie;12837;656;5346;5.11;41.65;53.24

2021-04-17;Suriname;9545;187;8805;1.96;92.25;5.79

2021-04-17;Soudan du sud;10432;114;10148;1.09;97.28;1.63

2021-04-17;Sao Tomé-et-Principe;2275;35;2210;1.54;97.14;1.32

2021-04-17;El Salvador;67404;2072;63685;3.07;94.48;2.44

2021-04-17;Syrie;21004;1437;14721;6.84;70.09;23.07

2021-04-17;Eswatini;18415;671;17682;3.64;96.02;0.34

2021-04-17;Tchad;4691;168;4335;3.58;92.41;4.01

2021-04-17;Togo;12496;119;10163;0.95;81.33;17.72

2021-04-17;Thaïlande;40585;99;26873;0.24;66.21;33.54

2021-04-17;Tadjikistan;13308;90;13218;0.68;99.32;0.00

2021-04-17;Timor-Leste;1236;2;644;0.16;52.10;47.73

2021-04-17;Tunisie;283976;9717;234012;3.42;82.41;14.17

2021-04-17;Turquie;4212645;35608;3643734;0.85;86.50;12.66

2021-04-17;Trinité-et-Tobago;8806;150;7908;1.70;89.80;8.49

2021-04-17;Taïwan;1072;11;1033;1.03;96.36;2.61

2021-04-17;Tanzanie;509;21;183;4.13;35.95;59.92

2021-04-17;Ukraine;1989160;41278;1524711;2.08;76.65;21.27

2021-04-17;Ouganda;41340;338;40898;0.82;98.93;0.25

2021-04-17;États-Unis;31628013;566946;0;1.79;0.00;98.21

2021-04-17;Uruguay;162400;1848;129336;1.14;79.64;19.22

2021-04-17;Ouzbékistan;86338;636;83838;0.74;97.10;2.16

2021-04-17;Vatican;27;0;15;0.00;55.56;44.44

2021-04-17;St-Vincent / Grenadines;1819;10;1677;0.55;92.19;7.26

2021-04-17;Venezuela;181903;1888;164530;1.04;90.45;8.51

2021-04-17;Viet Nam;2781;35;2475;1.26;89.00;9.74

2021-04-17;Vanuatu;3;0;1;0.00;33.33;66.67

2021-04-17;Samoa;3;0;2;0.00;66.67;33.33

2021-04-17;Kosovo;100329;2061;86054;2.05;85.77;12.17

2021-04-17;Yémen;5770;1119;2209;19.39;38.28;42.32

2021-04-17;Mayotte;19789;168;2964;0.85;14.98;84.17

2021-04-17;Afrique du Sud;1565680;53711;1489457;3.43;95.13;1.44

2021-04-17;Zambie;90844;1234;88555;1.36;97.48;1.16

2021-04-17;Zimbabwe;37699;1552;35005;4.12;92.85;3.03

2021-04-17;Autres;721;15;706;2.08;97.92;0.00

2021-04-16;Autres;721;15;706;2.08;97.92;0.00

2021-04-16;Zimbabwe;37534;1551;34981;4.13;93.20;2.67

2021-04-16;Zambie;90750;1233;88414;1.36;97.43;1.22

2021-04-16;Afrique du Sud;1564355;53663;1488572;3.43;95.16;1.41

2021-04-16;Mayotte;19789;168;2964;0.85;14.98;84.17

2021-04-16;Yémen;5715;1108;2204;19.39;38.57;42.05

2021-04-16;Kosovo;100329;2061;86054;2.05;85.77;12.17

2021-04-16;Samoa;3;0;2;0.00;66.67;33.33

2021-04-16;Vanuatu;3;0;1;0.00;33.33;66.67

2021-04-16;Viet Nam;2772;35;2445;1.26;88.20;10.53

2021-04-16;Venezuela;180609;1870;162936;1.04;90.21;8.75

2021-04-16;St-Vincent / Grenadines;1819;10;1677;0.55;92.19;7.26

2021-04-16;Vatican;27;0;15;0.00;55.56;44.44

2021-04-16;Ouzbékistan;86022;635;83649;0.74;97.24;2.02

2021-04-16;Uruguay;159569;1788;126119;1.12;79.04;19.84

2021-04-16;États-Unis;31575640;566266;0;1.79;0.00;98.21

2021-04-16;Ouganda;41310;338;40898;0.82;99.00;0.18

2021-04-16;Ukraine;1974056;40832;1514849;2.07;76.74;21.19

2021-04-16;Tanzanie;509;21;183;4.13;35.95;59.92

2021-04-16;Taïwan;1070;11;1032;1.03;96.45;2.52

2021-04-16;Trinité-et-Tobago;8678;150;7843;1.73;90.38;7.89

2021-04-16;Turquie;4150039;35320;3591550;0.85;86.54;12.61

2021-04-16;Tunisie;281777;9639;232643;3.42;82.56;14.02

2021-04-16;Timor-Leste;1193;2;624;0.17;52.31;47.53

2021-04-16;Tadjikistan;13308;90;13218;0.68;99.32;0.00

2021-04-16;Thaïlande;39038;97;26873;0.25;68.84;30.91

2021-04-16;Togo;12391;119;9970;0.96;80.46;18.58

2021-04-16;Tchad;4686;168;4329;3.59;92.38;4.03

2021-04-16;Eswatini;18414;670;17682;3.64;96.02;0.34

2021-04-16;Syrie;20856;1423;14594;6.82;69.98;23.20

2021-04-16;El Salvador;67249;2068;63560;3.08;94.51;2.41

2021-04-16;Sao Tomé-et-Principe;2272;35;2204;1.54;97.01;1.45

2021-04-16;Soudan du sud;10432;114;10148;1.09;97.28;1.63

2021-04-16;Suriname;9496;187;8779;1.97;92.45;5.58

2021-04-16;Somalie;12837;656;5346;5.11;41.65;53.24

2021-04-16;Sénégal;39664;1087;38410;2.74;96.84;0.42

2021-04-16;Saint-Marin;5016;87;4682;1.73;93.34;4.92

2021-04-16;Sierra Leone;4016;79;2833;1.97;70.54;27.49

2021-04-16;Slovaquie;374586;10970;255300;2.93;68.16;28.92

2021-04-16;Slovénie;230826;4147;213980;1.80;92.70;5.50

2021-04-16;Singapour;60769;30;60446;0.05;99.47;0.48

2021-04-16;Suède;900138;13788;0;1.53;0.00;98.47

2021-04-16;Soudan;33022;2208;25539;6.69;77.34;15.97

2021-04-16;Seychelles;4834;25;4351;0.52;90.01;9.47

2021-04-16;Îles Salomon;20;0;18;0.00;90.00;10.00

2021-04-16;Arabie Saoudite;403106;6801;387020;1.69;96.01;2.30

2021-04-16;Rwanda;23812;322;22015;1.35;92.45;6.19

2021-04-16;Russie;4631336;103059;4261528;2.23;92.02;5.76

2021-04-16;Serbie;657716;5920;0;0.90;0.00;99.10

2021-04-16;Roumanie;1023565;25937;930942;2.53;90.95;6.52

2021-04-16;Réunion;18425;135;16794;0.73;91.15;8.12

2021-04-16;Qatar;194930;367;172598;0.19;88.54;11.27

2021-04-16;Paraguay;244528;5110;200259;2.09;81.90;16.01

2021-04-16;Portugal;829911;16937;787607;2.04;94.90;3.06

2021-04-16;Palestine;278135;2955;243522;1.06;87.56;11.38

2021-04-16;Pologne;2660088;61208;2255232;2.30;84.78;12.92

2021-04-16;Pakistan;750158;16094;654956;2.15;87.31;10.55

2021-04-16;Philippines;914971;15738;705757;1.72;77.13;21.15

2021-04-16;Papouasie-Nouvelle-Guinée;9343;82;846;0.88;9.05;90.07

2021-04-16;Polynésie Française;18688;141;4842;0.75;25.91;73.34

2021-04-16;Pérou;1681063;56149;1602034;3.34;95.30;1.36

2021-04-16;Panama;360249;6185;350134;1.72;97.19;1.09

2021-04-16;Oman;176668;1821;156845;1.03;88.78;10.19

2021-04-16;Nouvelle-Zélande;2591;26;2464;1.00;95.10;3.90

2021-04-16;Népal;282890;3070;274812;1.09;97.14;1.77

2021-04-16;Norvège;106727;708;17998;0.66;16.86;82.47

2021-04-16;Pays-Bas;1411474;17080;20226;1.21;1.43;97.36

2021-04-16;Nicaragua;6778;180;4225;2.66;62.33;35.01

2021-04-16;Nigéria;164147;2061;154304;1.26;94.00;4.74

2021-04-16;Niger;5116;190;4771;3.71;93.26;3.03

2021-04-16;Nouvelle-Calédonie;121;0;58;0.00;47.93;52.07

2021-04-16;Namibie;46330;599;44392;1.29;95.82;2.89

2021-04-16;Mozambique;69067;797;61188;1.15;88.59;10.25

2021-04-16;Malaisie;370528;1365;350563;0.37;94.61;5.02

2021-04-16;Mexique;2299939;211693;1823732;9.20;79.29;11.50

2021-04-16;Malawi;33919;1136;31717;3.35;93.51;3.14

2021-04-16;Maldives;26021;68;23360;0.26;89.77;9.97

2021-04-16;Maurice;1202;15;865;1.25;71.96;26.79

2021-04-16;Malte;29860;405;28872;1.36;96.69;1.95

2021-04-16;Mauritanie;18103;452;17466;2.50;96.48;1.02

2021-04-16;Martinique;8887;59;98;0.66;1.10;98.23

2021-04-16;Macao;49;0;48;0.00;97.96;2.04

2021-04-16;Mongolie;19672;37;11044;0.19;56.14;43.67

2021-04-16;Birmanie;142617;3206;131884;2.25;92.47;5.28

2021-04-16;Mali;12835;426;7309;3.32;56.95;39.74

2021-04-16;Macédoine;145909;4388;121439;3.01;83.23;13.76

2021-04-16;Îles Marshall;4;0;4;0.00;100.00;0.00

2021-04-16;Madagascar;31039;531;25193;1.71;81.17;17.12

2021-04-16;Saint Martin;1702;12;1399;0.71;82.20;17.10

2021-04-16;Montenegro;95205;1421;90295;1.49;94.84;3.66

2021-04-16;Moldavie;244866;5521;228766;2.25;93.42;4.32

2021-04-16;Monaco;2391;31;2276;1.30;95.19;3.51

2021-04-16;Maroc;504847;8934;490921;1.77;97.24;0.99

2021-04-16;Libye;171131;2882;156344;1.68;91.36;6.96

2021-04-16;Lettonie;110343;2042;101088;1.85;91.61;6.54

2021-04-16;Luxembourg;64746;785;60627;1.21;93.64;5.15

2021-04-16;Lituanie;231601;3739;209538;1.61;90.47;7.91

2021-04-16;Lesotho;10709;315;5028;2.94;46.95;50.11

2021-04-16;Libéria;2042;85;1899;4.16;93.00;2.84

2021-04-16;Sri Lanka;96186;615;92611;0.64;96.28;3.08

2021-04-16;Liechtenstein;2790;56;2665;2.01;95.52;2.47

2021-04-16;Sainte-Lucie;4398;65;4235;1.48;96.29;2.23

2021-04-16;Liban;506808;6854;420223;1.35;82.92;15.73

2021-04-16;Laos;54;0;49;0.00;90.74;9.26

2021-04-16;Kazakhstan;335868;3282;294995;0.98;87.83;11.19

2021-04-16;Koweït;254472;1436;237667;0.56;93.40;6.04

2021-04-16;Corée du Sud;113444;1794;103594;1.58;91.32;7.10

2021-04-16;Saint-Kitts-et-Nevis;44;0;44;0.00;100.00;0.00

2021-04-16;Comores;3815;146;3589;3.83;94.08;2.10

2021-04-16;Cambodge;5480;38;2393;0.69;43.67;55.64

2021-04-16;Kirghizistan;91374;1544;86621;1.69;94.80;3.51

2021-04-16;Kenya;150260;2443;99580;1.63;66.27;32.10

2021-04-16;Japon;526307;9552;475598;1.81;90.37;7.82

2021-04-16;Jordanie;681870;8117;625912;1.19;91.79;7.02

2021-04-16;Jamaïque;43473;713;19472;1.64;44.79;53.57

2021-04-16;Italie;3842079;116366;3218975;3.03;83.78;13.19

2021-04-16;Islande;6286;29;6184;0.46;98.38;1.16

2021-04-16;Iran;2194133;66008;1761497;3.01;80.28;16.71

2021-04-16;Iraq;964435;14915;843851;1.55;87.50;10.96

2021-04-16;Inde;14526609;175649;12671220;1.21;87.23;11.56

2021-04-16;Israël;836936;6316;828235;0.75;98.96;0.28

2021-04-16;Irlande;242819;4831;23364;1.99;9.62;88.39

2021-04-16;Indonésie;1594722;43196;1444229;2.71;90.56;6.73

2021-04-16;Hongrie;742198;24762;445920;3.34;60.08;36.58

2021-04-16;Haïti;12876;252;11723;1.96;91.05;7.00

2021-04-16;Croatie;303598;6486;281059;2.14;92.58;5.29

2021-04-16;Honduras;199682;4934;76235;2.47;38.18;59.35

2021-04-16;Hong-Kong;11635;209;11253;1.80;96.72;1.49

2021-04-16;Guyana;11642;267;10061;2.29;86.42;11.29

2021-04-16;Guinée-Bissau;3710;66;3117;1.78;84.02;14.20

2021-04-16;Guatemala;210667;7160;189536;3.40;89.97;6.63

2021-04-16;Grèce;311033;9330;93764;3.00;30.15;66.85

2021-04-16;Guinée Équatoriale;7259;106;6885;1.46;94.85;3.69

2021-04-16;Guadeloupe;12304;189;2242;1.54;18.22;80.24

2021-04-16;Guinée;21392;138;18856;0.65;88.15;11.21

2021-04-16;Gambie;5720;170;5190;2.97;90.73;6.29

2021-04-16;Gibraltar;4291;94;4181;2.19;97.44;0.37

2021-04-16;Ghana;91545;766;89400;0.84;97.66;1.51

2021-04-16;Guyane Française;17883;95;9995;0.53;55.89;43.58

2021-04-16;Grenade;155;1;152;0.65;98.06;1.29

2021-04-16;Géorgie;293321;3916;279831;1.34;95.40;3.26

2021-04-16;Royaume-Uni;4394612;127378;9756;2.90;0.22;96.88

2021-04-16;Gabon;21566;132;18219;0.61;84.48;14.91

2021-04-16;France;5186571;99763;286898;1.92;5.53;92.54

2021-04-16;Îles Féroé;662;1;660;0.15;99.70;0.15

2021-04-16;Fidji;68;2;64;2.94;94.12;2.94

2021-04-16;Finlande;83633;887;46000;1.06;55.00;43.94

2021-04-16;Éthiopie;238527;3300;177629;1.38;74.47;24.15

2021-04-16;Espagne;3407283;76981;150376;2.26;4.41;93.33

2021-04-16;Érythrée;3491;10;3288;0.29;94.19;5.53

2021-04-16;Égypte;214639;12653;162170;5.90;75.55;18.55

2021-04-16;Estonie;116678;1070;100176;0.92;85.86;13.23

2021-04-16;Équateur;355964;17528;298604;4.92;83.89;11.19

2021-04-16;Algérie;119323;3148;83169;2.64;69.70;27.66

2021-04-16;République Dominicaine;260133;3410;218010;1.31;83.81;14.88

2021-04-16;Dominique;165;0;159;0.00;96.36;3.64

2021-04-16;Danemark;241038;2452;230115;1.02;95.47;3.51

2021-04-16;Djibouti;10385;110;8880;1.06;85.51;13.43

2021-04-16;Allemagne;3134108;79894;2763260;2.55;88.17;9.28

2021-04-16;République Tchèque;1597103;28317;1485924;1.77;93.04;5.19

2021-04-16;Chypre;54621;284;39061;0.52;71.51;27.97

2021-04-16;Cap-vert;19975;189;17870;0.95;89.46;9.59

